Subject,Filename,Onset,Apex,Offset,AU,Expression type,Objective class
spNO.207,e,2252,2269,2307,14,Macro-expression,VII
spNO.171,h,1340,1347,1363,4,Micro-expression,III
spNO.186,m,1871,1939,2388,14+4,Macro-expression,VII
spNO.195,f,481,513,617,14,Macro-expression,VII
spNO.208,g,655,679,731,4,Macro-expression,III
spNO.160,m,1585,1604,1661,7+6,Macro-expression,VII
spNO.171,d,70,127,213,14+5+4,Macro-expression,VII
spNO.2,i,2290,2301,2363,14,Macro-expression,VII
spNO.189,g,2043,2048,2062,4,Micro-expression,III
spNO.1,j,355,364,404,38,Macro-expression,VII
spNO.206,h,95,101,116,R2+R1,Micro-expression,II
spNO.194,j,1559,1568,1602,4,Macro-expression,III
spNO.77,i,1589,1607,1777,4,Macro-expression,III
spNO.203,d,2067,2074,2120,2+1,Micro-expression,II
spNO.203,d,7,7,195,14,Micro-expression,VII
spNO.184,m,186,230,248,14,Macro-expression,VII
spNO.160,m,187,207,230,14+2+1,Macro-expression,VII
spNO.170,g,389,437,463,14,Macro-expression,VII
spNO.195,i,4320,4340,4340,14,Macro-expression,VII
spNO.149,d,3179,3227,3305,25+12+28,Macro-expression,VII
spNO.194,d,1865,1878,1888,2+1,Macro-expression,II
spNO.215,d,1330,1337,1381,24,Micro-expression,VII
spNO.159,a,745,804,1025,12,Macro-expression,I
spNO.207,b,358,365,389,1+2,Micro-expression,II
spNO.176,g,656,695,813,14+28,Macro-expression,VII
spNO.40,k,927,939,967,17,Macro-expression,VII
spNO.160,g,1708,1733,1779,14,Macro-expression,VII
spNO.203,h,192,213,287,28+14,Macro-expression,VII
spNO.146,c,1381,1790,2326,4+10,Macro-expression,VII
spNO.152,f,1485,1514,1576,12+24+14,Macro-expression,VII
spNO.179,j,345,501,578,24+12,Macro-expression,VII
spNO.204,e,2337,2379,2431,14+38,Macro-expression,VII
spNO.160,e,1553,1566,1590,14,Macro-expression,VII
spNO.188,c,471,480,556,2+1,Macro-expression,II
spNO.195,m,1456,1481,1544,14,Macro-expression,VII
spNO.172,f,687,724,778,16+T28,Macro-expression,VII
spNO.154,i,643,761,1087,16+28+14+18,Macro-expression,VII
spNO.215,j,668,674,678,4,Micro-expression,III
spNO.208,i,3091,3225,3249,4,Macro-expression,III
spNO.148,j,1562,1578,1740,2+1,Macro-expression,II
spNO.8,e,629,664,700,14,Macro-expression,VII
spNO.144,k,74,90,136,14,Macro-expression,VII
spNO.160,d,83,128,367,14+23,Macro-expression,VII
spNO.167,b,30,57,114,2+1,Macro-expression,II
spNO.165,k,887,904,923,4,Macro-expression,III
spNO.215,l,3648,3659,3723,14,Macro-expression,VII
spNO.6,j,1336,1347,1399,R2+R1,Macro-expression,II
spNO.215,m,1504,1519,1622,14,Macro-expression,VII
spNO.186,l,3634,3640,3660,4,Micro-expression,III
spNO.14,b,9,108,212,14,Macro-expression,VII
spNO.210,e,2324,2352,2377,14,Macro-expression,VII
spNO.148,d,4738,4741,4770,1,Micro-expression,V
spNO.184,k,312,356,406,14+12+4,Macro-expression,VII
spNO.201,m,1033,1043,1051,2+1,Macro-expression,II
spNO.2,l,2809,2830,2920,38,Macro-expression,VII
spNO.8,h,180,204,306,14,Macro-expression,VII
spNO.157,k,2490,2531,2603,12,Macro-expression,I
spNO.208,c,1898,1906,1929,4,Micro-expression,III
spNO.149,h,3110,3126,3221,28,Macro-expression,VII
spNO.215,d,2057,2071,2105,14,Macro-expression,VII
spNO.216,l,2273,2302,2341,38,Macro-expression,VII
spNO.204,a,71,97,129,28+14+10,Macro-expression,VII
spNO.144,g,1013,1026,1106,14,Macro-expression,VII
spNO.143,m,27,37,55,14,Macro-expression,VII
spNO.163,j,175,185,193,38,Macro-expression,VII
spNO.171,e,2403,2407,2441,6,Micro-expression,I
spNO.13,g,1058,1070,1134,7,Macro-expression,VII
spNO.144,a,20,27,33,R12,Micro-expression,I
spNO.11,k,2221,2234,2252,14,Macro-expression,VII
spNO.40,f,709,800,879,7+24+14,Macro-expression,VII
spNO.182,d,1259,1299,1442,12+14+17+17,Macro-expression,VII
spNO.217,b,743,755,783,14+17,Macro-expression,VII
spNO.172,g,2093,2112,2135,R10,Macro-expression,IV
spNO.146,f,1753,1782,1874,7,Macro-expression,VII
spNO.175,m,7,18,46,15,Macro-expression,V
spNO.184,b,210,241,292,14+4,Macro-expression,VII
spNO.204,j,814,826,841,14,Macro-expression,VII
spNO.168,j,1943,1955,1975,14,Macro-expression,VII
spNO.165,c,550,847,1105,10+4+28+14,Macro-expression,VII
spNO.196,i,3658,3667,3709,4,Macro-expression,III
spNO.13,h,2641,2664,2709,14,Macro-expression,VII
spNO.180,h,1794,1802,1843,2+1,Micro-expression,II
spNO.152,d,2556,2561,2565,4,Micro-expression,III
spNO.144,k,2150,2155,2174,4,Micro-expression,III
spNO.77,e,928,1027,1278,4,Macro-expression,III
spNO.160,i,2453,2496,2522,14,Macro-expression,VII
spNO.198,k,1946,1974,2035,14,Macro-expression,VII
spNO.208,m,47,51,55,R2+R1,Micro-expression,II
spNO.179,i,3169,3183,3215,14,Macro-expression,VII
spNO.147,k,1042,1056,1193,4,Macro-expression,III
spNO.186,a,344,379,422,6,Macro-expression,I
spNO.187,d,2848,2876,3127,12+17,Macro-expression,VII
spNO.8,b,128,135,146,16+24,Micro-expression,VII
spNO.189,h,1196,1204,1222,9,Micro-expression,IV
spNO.6,h,67,81,115,14,Macro-expression,VII
spNO.3,f,94,99,110,14,Micro-expression,VII
spNO.163,d,7,26,119,38,Macro-expression,VII
spNO.190,j,820,865,898,R12,Macro-expression,I
spNO.160,m,62,71,161,12+4,Macro-expression,VII
spNO.217,l,3201,3208,3219,24,Micro-expression,VII
spNO.42,a,335,349,373,4+24,Macro-expression,VII
spNO.153,j,274,280,288,5,Micro-expression,II
spNO.214,k,4,7,28,1+2,Micro-expression,II
spNO.15,l,1400,1403,1408,4,Micro-expression,III
spNO.163,g,2327,2370,2404,38,Macro-expression,VII
spNO.155,a,706,730,840,17+14,Macro-expression,VII
spNO.187,l,4178,4188,4195,17,Macro-expression,VII
spNO.142,e,2340,2351,2364,17,Macro-expression,VII
spNO.184,h,3411,3414,3417,4,Micro-expression,III
spNO.194,m,382,389,410,2+1,Micro-expression,II
spNO.2,l,464,480,522,14,Macro-expression,VII
spNO.189,g,911,915,920,9+4,Micro-expression,IV
spNO.11,c,79,201,470,4+14+16+14,Macro-expression,VII
spNO.215,h,3233,3236,3250,1,Micro-expression,V
spNO.165,k,2579,2728,2777,12,Macro-expression,I
spNO.181,b,593,677,810,12+6+4+4+4,Macro-expression,VII
spNO.4,k,320,354,426,12,Macro-expression,I
spNO.189,d,2315,2334,2383,14,Macro-expression,VII
spNO.151,d,3390,3433,3588,14,Macro-expression,VII
spNO.192,g,842,856,873,4,Macro-expression,III
spNO.142,f,2013,2024,2040,24+14,Macro-expression,VII
spNO.176,i,916,982,1164,28+14+28+14+2+1,Macro-expression,VII
spNO.160,j,1311,1364,1588,14,Macro-expression,VII
spNO.206,c,1754,1767,1818,1+2,Macro-expression,II
spNO.194,i,2753,2764,2796,2+1,Macro-expression,II
spNO.146,a,843,873,949,24+14+4,Macro-expression,VII
spNO.169,g,1437,1458,1505,R2,Macro-expression,VII
spNO.148,e,1427,1449,1507,4,Macro-expression,III
spNO.8,l,280,304,393,24+14+16,Macro-expression,VII
spNO.216,c,1044,1063,1079,4+7,Macro-expression,III
spNO.11,k,1531,1551,1572,14,Macro-expression,VII
spNO.207,e,2048,2069,2087,14,Macro-expression,VII
spNO.157,k,910,961,1048,12,Macro-expression,I
spNO.202,c,60,76,100,14,Macro-expression,VII
spNO.142,i,341,353,377,16+24+14,Macro-expression,VII
spNO.169,a,804,813,834,7,Macro-expression,VII
spNO.196,l,1193,1210,1232,14,Macro-expression,VII
spNO.215,f,870,885,909,1,Macro-expression,V
spNO.194,e,613,622,641,2+1,Macro-expression,II
spNO.177,i,2557,2570,2639,4,Macro-expression,III
spNO.147,e,46,107,318,28+14+4,Macro-expression,VII
spNO.7,i,1392,2169,2229,4,Macro-expression,III
spNO.12,j,464,473,655,38+15+12,Macro-expression,VII
spNO.163,e,882,903,942,R14,Macro-expression,VII
spNO.210,f,961,967,1005,38,Micro-expression,VII
spNO.189,k,287,293,297,9+4,Micro-expression,IV
spNO.201,j,1782,1796,1821,12,Macro-expression,I
spNO.186,j,616,632,703,12,Macro-expression,I
spNO.168,j,147,172,193,7,Macro-expression,VII
spNO.182,l,4055,4081,4147,14,Macro-expression,VII
spNO.162,c,1900,1909,1922,4,Macro-expression,III
spNO.144,d,2384,2390,2414,21,Micro-expression,VII
spNO.203,e,127,166,216,28+14,Macro-expression,VII
spNO.156,c,2183,2188,2193,4,Micro-expression,III
spNO.188,i,1547,1579,1783,4,Macro-expression,III
spNO.160,d,3034,3042,3049,24,Micro-expression,VII
spNO.153,h,293,773,1780,4,Macro-expression,III
spNO.190,j,1354,1394,1531,24+12,Macro-expression,VII
spNO.194,b,8,18,44,14+17,Macro-expression,VII
spNO.142,i,926,941,969,24+14,Macro-expression,VII
spNO.201,e,2011,2025,2046,4,Macro-expression,III
spNO.42,e,2385,2401,2419,1+2,Macro-expression,II
spNO.185,a,97,151,229,24+14,Macro-expression,VII
spNO.207,d,1,18,146,R14,Macro-expression,VII
spNO.147,h,2781,2793,2820,38,Macro-expression,VII
spNO.189,j,1062,1113,1206,4+2+1+14,Macro-expression,VII
spNO.203,h,2229,2261,2491,24+23+14,Macro-expression,VII
spNO.166,i,2200,2218,2230,12+14+25+27+B22+16,Macro-expression,VII
spNO.9,l,66,193,3423,4,Macro-expression,III
spNO.171,k,90,108,124,5,Macro-expression,II
spNO.215,d,3433,3446,3503,14,Macro-expression,VII
spNO.207,i,218,234,271,4,Macro-expression,III
spNO.148,g,2036,2064,2092,14,Macro-expression,VII
spNO.175,f,1036,1052,1089,5,Macro-expression,II
spNO.77,a,118,180,223,14+2+1,Macro-expression,VII
spNO.179,e,2108,2120,2165,14,Macro-expression,VII
spNO.142,l,2102,2117,2139,24+R14,Macro-expression,VII
spNO.166,g,243,269,1049,1,Macro-expression,V
spNO.11,i,797,807,811,12,Micro-expression,I
spNO.201,l,1561,1592,1630,4,Macro-expression,III
spNO.170,l,604,623,666,14,Macro-expression,VII
spNO.163,e,753,774,804,R14,Macro-expression,VII
spNO.189,e,2105,2125,2205,4+2+1,Macro-expression,VI
spNO.40,j,446,494,699,R14,Macro-expression,VII
spNO.210,e,2900,2913,2939,14,Macro-expression,VII
spNO.209,i,2602,2616,2633,14,Macro-expression,VII
spNO.17,m,1155,1196,1226,24+9+6+4+9+6+4,Macro-expression,VII
spNO.208,d,2167,2231,2257,12,Macro-expression,I
spNO.207,j,923,932,955,4,Macro-expression,III
spNO.7,j,34,176,844,14,Macro-expression,VII
spNO.176,f,432,473,578,T28+14,Macro-expression,VII
spNO.210,f,95,111,170,14,Macro-expression,VII
spNO.158,e,144,156,298,14,Macro-expression,VII
spNO.198,f,54,62,72,2+1,Micro-expression,II
spNO.216,e,2805,2828,2872,38,Macro-expression,VII
spNO.160,c,2054,2061,2070,4,Micro-expression,III
spNO.147,j,150,189,211,14+5,Macro-expression,VII
spNO.158,e,442,473,550,20+4,Macro-expression,VII
spNO.200,b,518,524,533,9,Micro-expression,IV
spNO.172,k,89,96,108,14,Micro-expression,VII
spNO.216,k,255,271,301,12,Macro-expression,I
spNO.155,b,531,543,579,1,Macro-expression,V
spNO.175,d,172,244,437,4,Macro-expression,III
spNO.146,e,841,887,954,10+6+4,Macro-expression,VII
spNO.202,b,65,71,79,16,Micro-expression,VII
spNO.178,d,323,385,448,R14,Macro-expression,VII
spNO.180,l,1620,1681,1727,14,Macro-expression,VII
spNO.207,e,985,1010,1061,14,Macro-expression,VII
spNO.144,i,3273,3286,3312,14,Macro-expression,VII
spNO.16,g,524,1751,2187,4,Macro-expression,III
spNO.152,c,2875,2952,3057,24+14+4,Macro-expression,VII
spNO.179,h,93,147,230,12,Macro-expression,I
spNO.215,f,542,553,562,2+1,Macro-expression,II
spNO.161,c,45,62,212,4,Macro-expression,III
spNO.149,l,832,853,945,14,Macro-expression,VII
spNO.189,m,87,91,94,9+4,Micro-expression,IV
spNO.152,m,735,740,765,14,Micro-expression,VII
spNO.144,l,2441,2453,2481,14,Macro-expression,VII
spNO.172,d,713,767,968,4,Macro-expression,III
spNO.184,d,3792,3806,3821,4,Macro-expression,III
spNO.187,k,1140,1157,1199,14,Macro-expression,VII
spNO.154,j,405,437,849,12,Macro-expression,I
spNO.145,j,1304,1311,1325,L14,Micro-expression,VII
spNO.167,d,912,926,974,38,Macro-expression,VII
spNO.208,j,1381,1402,1428,4,Macro-expression,III
spNO.172,h,1617,1629,1648,L14,Macro-expression,VII
spNO.142,d,553,566,578,14,Macro-expression,VII
spNO.163,g,2499,2573,2613,38,Macro-expression,VII
spNO.160,a,323,340,453,12+14,Macro-expression,VII
spNO.171,g,1882,1886,1892,4,Micro-expression,III
spNO.181,j,153,201,354,L6+4+12,Macro-expression,VII
spNO.208,i,2817,2984,3006,4+R10,Macro-expression,VII
spNO.215,c,472,490,579,14,Macro-expression,VII
spNO.182,j,771,845,935,L6+14+12,Macro-expression,VII
spNO.144,f,765,789,861,5+4,Macro-expression,VII
spNO.197,m,324,331,343,5,Micro-expression,II
spNO.12,c,365,398,473,10+7,Macro-expression,IV
spNO.189,j,221,248,286,14,Macro-expression,VII
spNO.153,a,713,854,941,12+4,Macro-expression,VII
spNO.189,f,1387,1390,1394,9+4,Micro-expression,IV
spNO.144,h,553,560,601,4,Micro-expression,III
spNO.210,h,1310,1317,1332,14,Micro-expression,VII
spNO.208,m,1272,1280,1289,4,Micro-expression,III
spNO.194,m,2371,2412,2506,2+1,Macro-expression,II
spNO.185,j,111,373,649,14+12+14+12,Macro-expression,VII
spNO.161,h,3019,3052,3144,28,Macro-expression,VII
spNO.210,h,2849,2859,2868,14,Macro-expression,VII
spNO.152,j,1376,1389,1413,17+24+14,Macro-expression,VII
spNO.152,l,1810,1831,1988,24+14,Macro-expression,VII
spNO.181,k,681,753,830,12,Macro-expression,I
spNO.201,i,3181,3191,3319,2+1,Macro-expression,II
spNO.186,c,833,874,914,14,Macro-expression,VII
spNO.142,h,752,762,776,24,Macro-expression,VII
spNO.204,b,276,284,298,14,Micro-expression,VII
spNO.152,g,2536,2559,2601,28+14,Macro-expression,VII
spNO.151,j,732,801,890,12,Macro-expression,I
spNO.201,i,50,57,62,16+23+2+1,Micro-expression,VII
spNO.152,h,1622,1665,1868,14,Macro-expression,VII
spNO.215,m,2451,2479,2512,17,Macro-expression,VII
spNO.147,j,550,624,697,14+4,Macro-expression,VII
spNO.186,m,435,1794,1860,4,Macro-expression,III
spNO.147,c,674,725,749,4,Macro-expression,III
spNO.12,h,1051,1061,1086,24,Macro-expression,VII
spNO.198,k,2648,2674,2692,14,Macro-expression,VII
spNO.171,e,2572,2586,2651,5+7,Macro-expression,VII
spNO.189,e,333,346,376,14+9+4+4+9,Macro-expression,VII
spNO.152,h,2204,2226,2732,24+14,Macro-expression,VII
spNO.77,h,1588,1627,1675,4,Macro-expression,III
spNO.42,b,582,592,619,4,Macro-expression,III
spNO.181,g,1090,1101,1133,14,Macro-expression,VII
spNO.189,d,2622,2634,2684,2+1,Macro-expression,II
spNO.142,g,2364,2379,2402,14,Macro-expression,VII
spNO.169,i,3846,3856,3872,17,Macro-expression,VII
spNO.178,m,33,40,48,4,Micro-expression,III
spNO.8,e,2024,2048,2130,14,Macro-expression,VII
spNO.189,e,1636,1646,1655,L10+9,Macro-expression,VII
spNO.190,e,133,146,155,14,Macro-expression,VII
spNO.7,k,500,622,663,12,Macro-expression,I
spNO.210,b,218,225,268,14,Micro-expression,VII
spNO.204,k,782,800,842,15+14,Macro-expression,VII
spNO.174,e,152,166,197,14,Macro-expression,VII
spNO.146,i,317,332,349,14,Macro-expression,VII
spNO.209,h,1875,1884,1909,14,Macro-expression,VII
spNO.216,l,2857,2897,2929,38,Macro-expression,VII
spNO.172,i,82,99,138,14,Macro-expression,VII
spNO.172,k,1877,1882,1891,18,Micro-expression,VII
spNO.180,l,824,845,883,2+1,Macro-expression,II
spNO.12,c,246,322,489,24+14+12+24+4,Macro-expression,VII
spNO.144,h,1442,1469,1502,14,Macro-expression,VII
spNO.192,h,960,969,1008,4,Macro-expression,III
spNO.182,j,955,1005,1141,24+12,Macro-expression,VII
spNO.7,h,408,612,1307,4,Macro-expression,III
spNO.190,e,2271,2276,2294,5,Micro-expression,II
spNO.196,i,643,647,662,4,Micro-expression,III
spNO.148,c,801,806,845,4,Micro-expression,III
spNO.182,d,4467,4501,4822,L14,Macro-expression,VII
spNO.152,d,1278,1302,1481,14+12,Macro-expression,VII
spNO.6,i,2708,3299,3381,4+9,Macro-expression,IV
spNO.77,d,4708,4714,4723,4,Micro-expression,III
spNO.203,d,1355,1384,1504,T24+B22+2+1,Macro-expression,VII
spNO.77,f,727,790,1044,12+1+R2,Macro-expression,VII
spNO.217,b,675,701,730,1+2,Macro-expression,II
spNO.163,d,3281,3340,3373,38,Macro-expression,VII
spNO.177,d,4170,4180,4183,5,Micro-expression,II
spNO.144,a,238,419,575,10+38+14+10+9,Macro-expression,VII
spNO.212,g,1336,1362,1507,2+1,Macro-expression,II
spNO.182,k,223,270,458,12+1,Macro-expression,VII
spNO.156,j,1430,1492,1544,R10,Macro-expression,IV
spNO.210,m,301,333,465,12,Macro-expression,I
spNO.142,i,1308,1314,1333,14,Micro-expression,VII
spNO.151,d,4637,4671,4713,43,Macro-expression,VII
spNO.160,e,2569,2574,2580,4,Micro-expression,III
spNO.165,d,1201,1424,2487,28+14+4,Macro-expression,VII
spNO.146,m,219,304,382,10,Macro-expression,IV
spNO.153,m,179,200,252,4,Macro-expression,III
spNO.217,c,1673,1685,1713,L7,Macro-expression,VII
spNO.142,e,2391,2400,2420,24+14,Macro-expression,VII
spNO.12,j,191,202,218,4,Macro-expression,III
spNO.146,k,1204,1239,1368,12,Macro-expression,I
spNO.154,c,503,929,3475,4,Macro-expression,III
spNO.181,i,137,167,203,28+14,Macro-expression,VII
spNO.169,i,1088,1093,1104,24,Micro-expression,VII
spNO.207,e,2957,2970,3012,14,Macro-expression,VII
spNO.215,g,1860,1877,1984,23,Macro-expression,III
spNO.187,c,1596,1762,2054,12+6+17+24,Macro-expression,VII
spNO.42,d,2592,2621,2661,24+14,Macro-expression,VII
spNO.197,l,1995,1998,2004,5,Micro-expression,II
spNO.151,a,301,579,891,14+12+20+10,Macro-expression,VII
spNO.144,e,442,478,912,9+25+10+4,Macro-expression,VII
spNO.167,e,2023,2041,2081,L14+2+1,Macro-expression,VII
spNO.157,i,88,172,465,4,Macro-expression,III
spNO.147,e,494,524,945,10+4,Macro-expression,VII
spNO.194,i,8,14,20,17,Micro-expression,VII
spNO.4,b,584,604,646,4,Macro-expression,III
spNO.186,e,900,1011,1173,14+4,Macro-expression,VII
spNO.210,l,435,451,676,23+14+24+28,Macro-expression,VII
spNO.184,j,937,1002,1088,12+24,Macro-expression,VII
spNO.187,d,574,588,610,14,Macro-expression,VII
spNO.2,f,1048,1076,1082,38,Macro-expression,VII
spNO.160,i,1874,1881,1894,4,Micro-expression,III
spNO.180,g,905,925,959,4,Macro-expression,III
spNO.152,d,4087,4128,4166,24+14,Macro-expression,VII
spNO.169,i,379,384,388,24,Micro-expression,VII
spNO.10,j,290,358,492,10+4+25+12,Macro-expression,VII
spNO.160,c,1020,1042,1075,14+4,Macro-expression,VII
spNO.40,b,7,7,47,14,Micro-expression,VII
spNO.144,g,1977,2013,2055,14,Macro-expression,VII
spNO.192,i,1121,1132,1137,4,Macro-expression,III
spNO.40,e,1749,1771,1812,L14+18,Macro-expression,VII
spNO.8,e,1339,1356,1488,24+14,Macro-expression,VII
spNO.215,i,2620,2632,2651,24,Macro-expression,VII
spNO.10,j,1217,1282,1357,4+25+12+6,Macro-expression,VII
spNO.161,i,7,29,46,4,Macro-expression,III
spNO.172,g,1645,1802,1976,12+14,Macro-expression,VII
spNO.189,i,2811,2903,3111,2+1+4+R14,Macro-expression,VII
spNO.2,d,1595,1600,1650,38,Micro-expression,VII
spNO.195,g,31,67,147,14,Macro-expression,VII
spNO.165,j,1021,1041,1114,28+14,Macro-expression,VII
spNO.171,e,2988,3008,3056,14,Macro-expression,VII
spNO.215,d,1070,1084,1170,14,Macro-expression,VII
spNO.194,l,1494,1538,1674,4,Macro-expression,III
spNO.172,f,293,301,319,14,Micro-expression,VII
spNO.194,h,1427,1433,1444,2+1,Micro-expression,II
spNO.195,m,15,44,93,14+R9+28+9,Macro-expression,VII
spNO.11,d,1982,1986,1990,L2,Micro-expression,VII
spNO.197,d,1686,1692,1745,2+1,Micro-expression,II
spNO.216,g,329,349,377,38,Macro-expression,VII
spNO.147,b,221,282,333,R10,Macro-expression,IV
spNO.217,e,1647,1669,1698,14,Macro-expression,VII
spNO.172,i,941,993,1122,T28+14,Macro-expression,VII
spNO.160,i,108,179,334,28+14+4+4,Macro-expression,VII
spNO.165,c,1385,1654,2134,28+17+14+4+1+4+1+4+L12,Macro-expression,VII
spNO.186,l,25,36,60,23+14,Macro-expression,VII
spNO.170,m,1461,1476,1519,14,Macro-expression,VII
spNO.215,k,1460,1470,1492,4+1,Macro-expression,V
spNO.15,j,972,976,1009,R14,Micro-expression,VII
spNO.152,d,3950,4025,4049,14,Macro-expression,VII
spNO.77,m,117,128,168,14+23,Macro-expression,VII
spNO.169,e,1859,1872,1886,24,Macro-expression,VII
spNO.194,e,1424,1454,1530,2+1,Macro-expression,II
spNO.215,f,2183,2187,2197,L2,Micro-expression,VII
spNO.176,l,118,135,190,14,Macro-expression,VII
spNO.194,i,160,175,245,4,Macro-expression,III
spNO.147,m,1300,1346,1840,R10,Macro-expression,IV
spNO.200,f,74,148,513,24+14+17+R12,Macro-expression,VII
spNO.187,c,2862,2881,3212,B28+14,Macro-expression,VII
spNO.216,j,1719,1742,1779,38,Macro-expression,VII
spNO.6,e,201,215,498,14,Macro-expression,VII
spNO.217,d,3475,3486,3506,24,Macro-expression,VII
spNO.176,g,606,629,656,14,Macro-expression,VII
spNO.195,b,835,866,895,14+R9,Macro-expression,VII
spNO.189,a,30,80,130,14+9+6+9+6,Macro-expression,VII
spNO.203,e,432,445,475,20,Macro-expression,VI
spNO.204,j,697,701,706,5,Micro-expression,II
spNO.162,c,498,507,516,4,Macro-expression,III
spNO.142,g,744,756,786,4,Macro-expression,III
spNO.202,j,345,354,508,14,Macro-expression,VII
spNO.178,j,819,831,864,14,Macro-expression,VII
spNO.39,j,1185,1218,1336,12,Macro-expression,I
spNO.154,g,1056,1088,1187,R2+R1,Macro-expression,II
spNO.175,m,80,2167,2891,4,Macro-expression,III
spNO.1,m,168,215,223,4,Macro-expression,III
spNO.169,g,5,21,132,1+2,Macro-expression,II
spNO.179,l,27,43,59,14,Macro-expression,VII
spNO.165,l,3407,3457,3536,14,Macro-expression,VII
spNO.210,c,135,152,204,14+23,Macro-expression,VII
spNO.147,g,53,106,151,4+24+14,Macro-expression,VII
spNO.216,i,3751,3780,3806,L7,Macro-expression,VII
spNO.217,m,150,162,186,7,Macro-expression,VII
spNO.7,c,422,477,983,12+23,Macro-expression,VII
spNO.144,c,1578,1590,1846,R10,Macro-expression,IV
spNO.216,g,523,537,565,R14,Macro-expression,VII
spNO.157,l,3092,3104,3120,L14,Macro-expression,VII
spNO.188,m,1052,1057,1076,4,Micro-expression,III
spNO.169,h,2955,2964,2980,7,Macro-expression,VII
spNO.142,j,48,63,102,16+24+14,Macro-expression,VII
spNO.180,j,423,428,448,R2+R1,Micro-expression,II
spNO.207,i,4219,4245,4328,R14,Macro-expression,VII
spNO.217,h,1054,1070,1096,B22+17,Macro-expression,VII
spNO.157,k,1260,1273,1332,4,Macro-expression,III
spNO.161,h,1811,1826,1839,24+14,Macro-expression,VII
spNO.195,l,2870,2887,2951,14,Macro-expression,VII
spNO.189,a,493,511,581,2+1,Macro-expression,II
spNO.189,f,274,304,386,14+9+4+9+4+14+12+2+1,Macro-expression,VII
spNO.145,i,594,608,622,R2+R1,Macro-expression,II
spNO.195,h,2783,2804,2844,14,Macro-expression,VII
spNO.153,d,3654,3660,3687,R20,Micro-expression,VI
spNO.167,a,31,42,90,4,Macro-expression,III
spNO.216,l,1310,1326,1342,14,Macro-expression,VII
